,No.,neg,neu,pos,compound,Hotel Name,Ratings,Reviews
435,463,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,0,per rate 
436,464,0.0,0.404,0.596,0.7096,Grand Copthorne Waterfront,2,clean enough staff friendly nothing much 
437,465,0.059,0.549,0.392,0.9468,Grand Copthorne Waterfront,5,criticism hotel booking system however showing details agreed honour reservation something booking com needs address got upgraded corner larger room breakfast excellent service great easy get around singapore hotel nice river walk next hotel 
438,466,0.141,0.688,0.172,0.2466,Grand Copthorne Waterfront,0,really bad dream hotel coming back travelling requested provided opposite example requested high floor gave lowest floor guest requested river view gave swimming pool view reception electric man gosszip malay word asked  times room adapter operator care go concierg countrer take guy bold head talked impolite hotel good asean guest nothings 
439,467,0.055,0.838,0.106,0.3612,Grand Copthorne Waterfront,0,video remaining insects could flush shower initially  insects shower called reception said would send engineer help one came complained next morning concerned seems like many customers rely repeat visitors room price also doubled asked stay extra night hotel old photos booking com accurate breakfast 
440,468,0.367,0.633,0.0,-0.4404,Grand Copthorne Waterfront,2,rooms tired look feel tree nights 
441,469,0.221,0.373,0.406,0.6075,Grand Copthorne Waterfront,4,nothing like hotel pretty good situated good location breakfast good lots option vegetarian 
442,495,0.0,1.0,0.0,0.0,Hotel Boss,4,flat iron built cabinet inside room accessible location 
443,496,0.087,0.581,0.331,0.8126,Hotel Boss,3,booked one price arrived got told expensive price room small view awful definitely get better room price elsewhere good location train station easy get airport 
444,497,0.0,0.68,0.32,0.5719,Hotel Boss,4,crowded breakfast area cleaning second day fast check good view top floors 
445,498,0.092,0.546,0.361,0.9153,Hotel Boss,4,shower pressure could better pressure shower directly wall wash properly without taking shower head wall liked location hotel nice close mrt within walking distance shopping centres etc staff friendly always helpful hotel always clean 
446,499,0.194,0.684,0.123,-0.3612,Hotel Boss,3,pretty small room event though booked m room balcony almost half balcony bit useless hard bed uncomfortable sleep location close mrt station halal food less choice egg station grande lobby 
447,500,0.0,1.0,0.0,0.0,Hotel Boss,3,rooms cramped location 
448,501,0.095,0.648,0.257,0.7906,Hotel Boss,4,room window faced opposite block directly like privacy probably leave blinds time good location easy access public transportation convenience stores restaurants close nice pool decent gym site laundromat numerous electrical outlets n  usb charging points 
449,502,0.0,1.0,0.0,0.0,Hotel Boss,4,wine glass bucket ice requested 
450,503,0.0,0.728,0.272,0.6249,Hotel Boss,4,rooms small even family room small cleaning per two days location superb 
451,504,0.0,1.0,0.0,0.0,Hotel Boss,4,hotel room space breakfast tasty made according need individual 
452,505,0.778,0.222,0.0,-0.5423,Hotel Boss,4,hospitality bad 
453,506,0.0,1.0,0.0,0.0,Hotel Boss,4,breakfast included 
454,507,0.049,0.462,0.489,0.953,Hotel Boss,4,room size pretty small surely value money deal best part location everything within   metro blocks hotel staff quite polite helpful kids enjoyed time swimming pool 
455,508,0.052,0.766,0.183,0.6452,Hotel Boss,4,walls thin persistent sound closing doors every minutes sound people chatting laughing nearby rooms make extremely hard get restful sleep room smaller anticipated members staff polite snd accomodating 
456,509,0.238,0.762,0.0,-0.3612,Hotel Boss,3,room small smelly wifi quiet unstable daily housekeeping location 
457,510,0.0,0.588,0.412,0.2732,Hotel Boss,4,window well ventilated location 
458,511,0.0,0.479,0.521,0.8225,Hotel Boss,4,hotel excellent location close mtr pool surrounded beautiful gardens 
459,512,0.079,0.921,0.0,-0.1714,Hotel Boss,3,room overpowering smell cigarette smoke bathroom shower head kept falling onto floor shower size tiny much shower head face opposing wall hitting wall ft high water doesnt reach change rooms prompt dealth immediately 
460,513,0.0,1.0,0.0,0.0,Hotel Boss,4,transportation n tourist tour environment 
461,514,0.0,1.0,0.0,0.0,Hotel Boss,4,review hidden meet guidelines
462,515,0.126,0.685,0.189,0.4939,Hotel Boss,3,bed short ft feet poke end alone imagine staying two people crammed space hang clothes put suitcase way hairdryer iron board although never needed time proper toilet paper instead little flimsy napkin type thing ac system difficult set right control power temperature hotel staff like singapore still scared covid feel need remind wear mask weak nice lobby location okay depending want get dedicated room wifi good fast 
463,516,0.0,0.801,0.199,0.8807,Hotel Boss,3,floors room cleaned felt sticky hotel provide slippers window opened faced another building real view room cramped much space open suitcases extremely convenient location lavender mrt bus nearby helpful luggage storage service store midnight day check room service staff efficient linen clean hotel easy find plenty food choices nearby 
464,517,0.0,1.0,0.0,0.0,Hotel Boss,4,quite small room gym pool 
465,518,0.293,0.517,0.19,-0.1531,Hotel Boss,4,noisy lobby n pick point stuffy 
466,519,0.0,0.633,0.367,0.4404,Hotel Boss,4,room small considering price staff good 
467,520,0.0,0.427,0.573,0.9803,Royal Plaza on Scotts,5,enjoyable staycation staffs projected wow services breakfast food perfect premier lounge area clean nice variable teabags huge comfortable bed pillows clean hotel environment outstanding room reservation staffs accomodate guest requests 
468,521,0.0,1.0,0.0,0.0,Royal Plaza on Scotts,3,cost room 
469,522,0.079,0.807,0.114,0.1868,Royal Plaza on Scotts,5,bed really comfy pillow hard neither soft provided enough height neck despite getting toilet floor wet easily dried quick 
470,523,0.0,0.469,0.531,0.7783,Royal Plaza on Scotts,5,n beautiful hotel good location close everything need singapore 
471,524,0.606,0.394,0.0,-0.4717,Royal Plaza on Scotts,5,nothing breakfast splendid 
472,525,0.0,1.0,0.0,0.0,Royal Plaza on Scotts,2,stained carpets location 
473,526,0.0,0.725,0.275,0.2263,Royal Plaza on Scotts,2,worth high cost variety brake fast 
474,527,0.0,0.722,0.278,0.4019,Royal Plaza on Scotts,3,spread breakfast gone enough fruits mosley rooms clean 
475,528,0.0,0.697,0.303,0.875,Royal Plaza on Scotts,5,mini bars  bottles water  canned juices expected better  rd time stay called reception told change best hotel convenient locations shopping food court movies safe city place 
476,529,0.0,0.711,0.289,0.7845,Royal Plaza on Scotts,5, th time room clean best croissants breakfast time convenient location next shaw center walking distance shopping mall food courts 
477,530,0.333,0.303,0.364,0.0788,Royal Plaza on Scotts,5,nothing location great breakfast fantastic 
478,531,0.0,0.769,0.231,0.2023,Royal Plaza on Scotts,3,meet expectation  stars hotel fine meet expectation 
479,532,0.134,0.631,0.235,0.1945,Royal Plaza on Scotts,5,none hotel staff helpful provide lounge reached early morning flight room spotless clean spacious 
480,533,0.0,1.0,0.0,0.0,Royal Plaza on Scotts,5,location staff management 
481,534,0.0,1.0,0.0,0.0,Royal Plaza on Scotts,5,nothing everything 
482,535,0.0,0.483,0.517,0.9834,Royal Plaza on Scotts,5,pool area expectation welcoming ambiance exceptional service care shown hotel staff positive energy made difference special kudos elderly gentleman front door pleasure deal room amneties per expectations special mention front office staff check simply outstanding entire process smooth efficient 
483,536,0.386,0.389,0.226,-0.264,Royal Plaza on Scotts,5,nothing clean comfortable rooms good location shopping food 
484,537,0.0,0.377,0.623,0.5106,Royal Plaza on Scotts,5,location cleanliness comfortable 
485,538,0.6,0.4,0.0,-0.4585,Royal Plaza on Scotts,5,nothing perfect location 
486,539,0.057,0.668,0.274,0.8439,Royal Plaza on Scotts,3,toilet stained clean definitely standard hotel claims glass door bathroom sharp corner almost injured toe shower functions user friendly bed size enough room size water spills bathroom location staff specifically selva generally good 
487,540,0.16,0.267,0.572,0.8272,Royal Plaza on Scotts,5,nothing everything location perfect room super clean breakfast superb 
488,541,0.0,1.0,0.0,0.0,Royal Plaza on Scotts,5,always favourite hotel stay whenever come singapore nd hometown location course room especially bed 
489,542,0.0,0.758,0.242,0.4939,Royal Plaza on Scotts,5,muslim friendly hotel serves halal foods drinks ofcourse hotel cleanliness spotless 
490,543,0.0,1.0,0.0,0.0,Royal Plaza on Scotts,5,first time 
491,544,0.0,0.445,0.555,0.9136,Royal Plaza on Scotts,5,cleanliness helpful friendly staff location room size air con free mini bar comfortable beds expansive lobby 
492,545,0.434,0.328,0.238,-0.34,Grand Copthorne Waterfront,0,rude staff fought family exit good location 
493,546,0.0,0.568,0.432,0.5859,Grand Copthorne Waterfront,5,staff amazing rooms cleaned every day 
494,547,0.0,0.745,0.255,0.34,Grand Copthorne Waterfront,2,hotel classified star certainly case run poorly situated 
495,548,0.152,0.718,0.13,-0.1263,Grand Copthorne Waterfront,2,room size booked club really sad small breakfast good indians expact hotel needs renovations looks old room facilities 
496,549,0.0,0.159,0.841,0.6486,Grand Copthorne Waterfront,4,good value money 
497,550,0.115,0.657,0.228,0.9166,Grand Copthorne Waterfront,2,room tired pool nothing like pictures need schedule breakfast book time wanted room services  star coffee machine glasses water bathroom amenities like poor travel lodge hotel ie small mean despite filling loads pre arrival information including credit card info insist check took  minutes get key maintenance staff decided work around pool may one visit erect new parasols load left feel sure real  star hotel would customers around hotel location great waterfront feature good staff friendly buffet arrangement gave good choice good value money pool gym although tired need help 
498,551,0.0,0.0,1.0,0.5719,Grand Copthorne Waterfront,4,n excellent 
499,552,0.0,0.515,0.485,0.9062,Grand Copthorne Waterfront,5,prices  night getting expensive booking  night stays frequently amazing buffet spread amazing view excellent staff 
